parent_id,id,comment,user_id,written_at,updated_at,depth,ranks_up,ranks_down,best_score,user_reputation,replies_count
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2thfkgdoWhAFI6flb1FYKGgR8m3,Keep up the good work!,u_3nE2LV8JjoVr,2025-03-01 00:09:31,2025-03-01 15:15:14,0,3,3,434,135590,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfwrkeieUTEpDdbdeflzPKSLXP,The word Mexican CANNOT be used to describe illegals.,u_R9eGXn5aYj1G,2025-02-28 09:30:37,2025-02-28 09:51:19,0,2,0,434,86560,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgWOsgrymYDjHs3dL54OkzpWCM,Arrest them ,u_4GN5Bd38S4wQ,2025-02-28 14:22:48,2025-02-28 15:10:45,0,3,0,433,67200,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgRMj5ix7ASDYUeZk8hPlWDz13,these these people should be arrested and deported if need be.,u_3EKZIHl4foQG,2025-02-28 13:41:24,2025-02-28 13:45:46,0,2,0,432,106010,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2th7UTj3D2pzxuDrRYFC0aPm48H,Hello - Obstruction Of Justice Charges PLEASE!,u_Duz9RXbQqOKq,2025-02-28 19:27:47,2025-02-28 21:05:02,0,2,1,432,423540,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tmGzCCb5hWPy7lvCUH4FyNulx6,This is the mentality of the people of California that the Socialist politicians have created. People think they are above the law.,u_Rq15W8wNOjtz,2025-03-02 15:14:56,2025-03-04 13:36:22,0,1,0,431,3220,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgQn9AY3hg79woy0C1kF9e1UTc,They sound like cartel operatives warring against the law.  Bring back law and order.,u_Wj3mrgbrUnmW,2025-02-28 13:36:41,2025-02-28 13:43:38,0,1,0,430,93590,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tljeWo8GEWyWMqjakFdMNtXpkI,"Find them, arrest them, charge them with being accessories to a crime, if they too are here illegally, one way trip to El Salvador.",u_02hHIDAXfU4w,2025-03-02 10:40:50,2025-03-04 13:36:44,0,1,0,430,44090,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tl8Cuvjtf1SBg918ZT6V8Qpyos,It is pretty clear that these people are obstructing the government's administration and misappropriating Federal funds.,u_U30oz8RUAtqq,2025-03-02 05:32:56,2025-03-02 05:33:26,0,0,0,430,47480,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgBxwnBFe6Rm2AVsazZLpnaHt2,They're being trained to run right into a trap. ,u_PYxK97ydXLIR,2025-02-28 11:34:47,2025-02-28 11:50:51,0,1,0,430,103850,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgKGIoBkeZSI6RP8ViiVoUX9Xd,If they continue to do this they should be arrested and deported to Mexico ,u_IATY8OxdeZjo,2025-02-28 12:43:00,2025-02-28 13:58:14,0,4,1,430,4640,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgKGIoBkeZSI6RP8ViiVoUX9Xd,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgKGIoBkeZSI6RP8ViiVoUX9Xd_r_2tgLWl6CvjhGTPyDDIBuDwcFQ71,Yes sympathizers should be included ,u_xtsL2oBdVX0I,2025-02-28 12:53:24,2025-02-28 13:20:36,1,0,1,318,39290,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tjNOWgseM3C6ijcNbAxrUR2dXq,Interfering with offical duties ! but also putting the officers in harms way !,u_Q8EEg8M2xo1k,2025-03-01 14:38:11,2025-03-01 15:04:54,0,1,1,429,185240,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2th7WoreIecyTPE48MeKz4wy1z4,Time to start making arrests.,u_NksxkOw7zrpt,2025-02-28 19:28:06,2025-02-28 21:04:43,0,2,1,427,4330,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tg2YoE977yAwvJ5LxMXNW7KhL6,Members of the Community Self-Defense Coalition need to be detained and arrested on Federal felony charges of aiding and abetting illegals along with obstruction of law enforcement.,u_l4sDIWzELEVl,2025-02-28 10:17:26,2025-02-28 10:19:06,0,0,0,427,244100,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGU4j3J0IpZUdEkmObAIWT7V5,Cut ALL Federal Funds and Programs from these cities and States.,u_v6npp0PGW8Ti,2025-02-28 12:11:56,2025-02-28 12:12:47,0,0,0,426,88770,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tifj3ABxoS9WADsYFQoYIECPVf,"People are saying for them to be criminally prosecuted. I say send the illegals to his house. Have him be responsible for them. For food,insurance and housing. ",u_kYtegRYZqskL,2025-03-01 08:39:06,2025-03-01 15:10:47,0,3,4,424,1,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfkSi17foF6fjpyaCcw5WSMlEu,"It's called... ""obstruction of justice""...",u_J6dk2JgYxPKT,2025-02-28 07:48:37,2025-02-28 14:34:43,0,1,0,424,8120,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tiaPYncVoe0RSK2dVH9rSBTNPd,yaboo is censoring still,u_NKABfFKcb4qG,2025-03-01 07:55:24,2025-03-01 09:07:57,0,2,0,423,87930,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tiaPYncVoe0RSK2dVH9rSBTNPd,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tiaPYncVoe0RSK2dVH9rSBTNPd_r_2tibk890783j9uwwdoaAoPsz6vV,they don't understand the language,u_T93sUQJU8jAl,2025-03-01 08:06:22,2025-03-01 08:06:33,1,0,0,295,75860,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgIEDzfEjnBKVUvkTrRHTTrORp,"Whatever it takes.Fortunately, these 'enforcers' have conservative aptitude.""They went thataway!""",u_XHmRxt37OMYO,2025-02-28 12:26:16,2025-02-28 12:29:27,0,1,0,423,333590,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tiBXGhtQydrR3ndkfkf62rEJSx,"Anyone driving through the area should do the same so it's a constant blaring all day  , every day.  They won't know real from fake. Funny !",u_EyE9SCDQT5IQ,2025-03-01 04:30:52,2025-03-01 15:13:45,0,2,3,422,505000,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgebYt4C6qv0eoRuMxBSmJVlNr,The irony is these people could have helped them apply for legal immigration with all this time.It’s time for the IRS and ICE to look into their friend or families history because bias works wonders ….,u_xVN1rSGOGsTk,2025-02-28 15:30:16,2025-02-28 15:34:50,0,0,1,422,435090,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tiPM2taMbE82a76o0hv0G7KgvV,"These activists should volunteer to pick vegetables.Supposedly all the tens of millions of illegals have been doing that, and the deported ones need replacements.",u_nzW5ga6FkUOW,2025-03-01 06:24:29,2025-03-01 21:07:06,0,2,4,422,1265500,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgHReTRfVPX42AmAtQcTHJI69i,"They should send them to South America even if they don’t come from there. Obviously they care more for them the safety of our country. 
Better yet send them to Guantánamo Bay. ",u_i8F7JIjgGDIb,2025-02-28 12:19:50,2025-02-28 12:40:36,0,1,0,421,14170,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfyUP0EOIQli8Cp2gHtz1uaI3a,"Interesting to know that most of these coalitions are funded from our taxes, and most of those ""advocates"" do not work and are on welfare so they have enough time to play the angel of freebies role.",u_oAsq6VTnfNcD,2025-02-28 09:43:58,2025-02-28 09:44:49,0,0,0,418,84230,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2thLsT1EIdkzuv6fExLDGjXkmmG," Getting one of them and would be a good sample to other, put them behind bars",u_v1AOiS6UQtF0,2025-02-28 21:26:05,2025-02-28 23:22:14,0,1,0,417,3200,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfo2X6IafZCVXlrYAPmADWx0iI,They should be arrested as well for aiding criminals...,u_Hp8gVr6YVd3K,2025-02-28 08:18:02,2025-02-28 09:24:33,0,3,1,417,135360,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgeQcmG0ssdPYgqndCj84WdQ7p,"ICE should do better. If an average untrained history teacher can spot them, then ICE is not being very discreet. ",u_cOmhJDPiHFmH,2025-02-28 15:28:49,2025-02-28 15:29:10,0,0,0,417,87590,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgC4v4qzIJpsyUWZdJ5UPHwXCf,"i WOULD SAY DEPORT THE ""VOLUNTEERS"" ALSO",u_X0h44QU7EOHh,2025-02-28 11:35:42,2025-02-28 14:13:38,0,2,0,417,340,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tiXIeIZRVngXbmCym9PJJY4zNN,Walkie Talkie’s work too. And no one hears the sirens. When they round up treason trumps wife her parents and his kids and president musk then I’ll help.,u_OTnWOhvrhogI,2025-03-01 07:29:49,2025-03-01 15:11:46,0,3,2,417,179010,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tkZAojTG8O3RgDUcqhdlOyRSHX,Come into the united states the legal way and this wouldn't be a problem. They are aiding illegal people in this country.In the united states it's ILLegal to enter the country if you are not a  citizen. Those who choose to break the laws of illegal immigration for these people will more than likely break or bend laws to fit what ever they want or need.Thats my guess,u_8ocanP1ORCLu,2025-03-02 00:44:51,2025-03-02 00:45:22,0,0,0,416,1,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tjfFefICsansrOsH2eGp30xr1P,It is absolutely  hilarious.. they just start running..like when you turn the light on. They actually are helping to get the people out in the open.. roaches!,u_i58eR2CS0tW5,2025-03-01 17:05:01,2025-03-01 17:53:38,0,1,0,415,379650,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgygqyLWN3oBxknlGgI0EjVHHa,America Last. Sounds so much better. ,u_hRRohaSIuGW0,2025-02-28 18:15:25,2025-02-28 18:19:17,0,1,0,414,96160,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgmxA6PbASADNJzVhPmu1tCV1l,They can get hundreds at local construction sites surrounding them first then go in no problem! When they scatter catch them! Bring buses! ,u_mVaxAEmfGHCP,2025-02-28 16:38:55,2025-02-28 16:39:36,0,0,1,414,120560,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgsPFbFC54jlldJVdWTVcSjUjg,Use a nightstick that will stop them.,u_RxJJGa8rmPQx,2025-02-28 17:23:45,2025-02-28 17:40:21,0,1,0,414,25280,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tg2QA9DGAQEfA7GVMJHxFzQLm2,"Donny and Elon just want their cut. 5 million is the price. Pocket change for virtually any cartel member so they'll be coming in droves. All the broke or desperate ""illegals"" trying to make ""an honest living"" picking produce and doing our manual labor are fair game....",u_3LeJvZFcpMXJ,2025-02-28 10:16:17,2025-02-28 10:18:32,0,0,0,413,44690,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgEHiFNNN5RV4plWRSFfKMcohd,"Round em up, head em up, move em out, GO TRUMP!!",u_1wI2wtneAkwt,2025-02-28 11:53:51,2025-02-28 14:09:39,0,3,1,413,28790,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2ti84o9tqnSBxJzblTUx3Z5QzP3,Arrest them immediately. No exceptions.,u_mOeyJpkwC2zo,2025-03-01 04:02:25,2025-03-01 15:13:50,0,4,5,413,176660,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgyB0qsPWp8qsnVvuqNtB6pHfH,Anyone remember the Child Catcher on Chitty Chitty Bang Bang? He wasn't well liked either but had a job to do.,u_LVogqUumT7KX,2025-02-28 18:11:12,2025-02-28 18:21:44,0,0,0,412,829900,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgeFw0eT0KoqfxEajz3j4Lud52,"until the people protecting the illegals, are subject to the financial consequences for their actions, they won't stop. ",u_naqZLrlpscDn,2025-02-28 15:27:24,2025-02-28 15:27:34,0,0,0,412,36910,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfnMgQTNB5SXG4nYOelWert4Hc,set up a fake raid and nab them like in real SOP's,u_XP9kMclhu8Ix,2025-02-28 08:12:29,2025-02-28 09:09:28,0,2,0,412,6070,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgLawgijoV8LsrKnOezodnkhzR,LAND OF THE BRAVE LAND OF THE FREE GOOD JOB PATRIOTS KEEP IT UP!!,u_gLOCGLuQsQd1,2025-02-28 12:53:57,2025-02-28 13:26:47,0,1,1,411,17400,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tiHucalqpb50oTGtTzTEA3ltU2,Google the green nine at ninety.Framingham Massachusetts. You will be fine then.,u_zewRuyFT1Byo,2025-03-01 05:23:18,2025-03-01 15:13:18,0,1,1,411,49310,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tizImkkaZsLSKCBMpIvNokwDD7,When they give the warning just catch whoever is running. ,u_NTvMSzN7ydni,2025-03-01 11:20:05,2025-03-01 15:08:24,0,1,1,410,443850,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tg3E258zoa2o5yXnYVFgXS1QU6,Who is paying these volunteers?  I bet it's some government agency funneling money to them.  ,u_uAq4iVtYgsA8,2025-02-28 10:22:54,2025-02-28 10:27:34,0,0,0,410,201030,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tg3E258zoa2o5yXnYVFgXS1QU6,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tg3E258zoa2o5yXnYVFgXS1QU6_r_2tg3T28SpegYNKs634jCBPGAgD5,"The word ""Volunteer"" means unpaid.The fact that you don't know this tells everyone that you are a Maga.",u_L2eiGr1meySb,2025-02-28 10:24:54,2025-02-28 10:24:55,1,0,0,322,44680,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tg3E258zoa2o5yXnYVFgXS1QU6_r_2tg3T28SpegYNKs634jCBPGAgD5,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tg3E258zoa2o5yXnYVFgXS1QU6_r_2tg417rAr8h53uXcIwHGMkf4tOw,The organization can be paid to support the protesters while the protesters are not ,u_Xuhko7lSAlsp,2025-02-28 10:29:25,2025-02-28 10:31:29,2,0,0,400,32620,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tg3E258zoa2o5yXnYVFgXS1QU6_r_2tg417rAr8h53uXcIwHGMkf4tOw,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tg3E258zoa2o5yXnYVFgXS1QU6_r_2tg4WR4NAL3CepEEbXcCUwVplvT,"Yep!  The Agency known as ""Americans against Maga foolishness"" paid for the bull horns. ",u_L2eiGr1meySb,2025-02-28 10:33:34,2025-02-28 11:00:47,3,0,2,296,44680,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tjy7jf4OCxHTHBDqz55VD3e2TK,So glad people in New Mexico don’t obstruct ICE operations. They raided Hackman’s house and deported the domestic help last month.,u_Lgnw5aCdH0e5,2025-03-01 19:40:12,2025-03-01 19:40:12,0,0,0,410,11240,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tkIFZK3hsdldgQ16ZuaY5KM2eZ,I am an immigrant and IMHO These people shooed be arrested on Federal charges. Most likely they paid by cartels or Dems to create a mess...,u_qB2Th4ljVWoI,2025-03-01 22:25:42,2025-03-02 01:39:26,0,1,1,409,1100,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tkTPz1hY2JAsItStSo82zKeVYr,"If the illegals are so great, what is wrong with their own countries?",u_xawH2suHpDK4,2025-03-01 23:57:32,2025-03-02 01:38:11,0,1,0,409,631500,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfx4g8KgijKO6LRZfr0OWvDM1D,Wow,u_rlK8Yun29eDh,2025-02-28 09:32:20,2025-02-28 09:34:54,0,2,0,409,12720,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tjPhjz4q5q7qX5FH6U1gQeZI0Q,RICO Act offense. At least it's sunny in Guantanamo,u_yBlr6Q6SePop,2025-03-01 14:57:11,2025-03-01 15:13:48,0,2,1,408,19470,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2thgq89dcPJcNweEWlZd3ICaplw,Aiding and abetting criminals. Charge them. Problem solved.,u_qtD8RUyFjyAP,2025-03-01 00:18:27,2025-03-01 15:15:04,0,4,5,408,107430,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2thgq89dcPJcNweEWlZd3ICaplw,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2thgq89dcPJcNweEWlZd3ICaplw_r_2thlZtPaqoqfV20O4vCMf6J7kHD,Nope.,u_cwodHNjr3a3F,2025-03-01 00:57:25,2025-03-01 15:15:10,1,4,3,370,133650,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgLoF5ThCl9phFq96o9z0H9Zis,Send the 'volunteers' also.,u_q67c0FdGF1Ur,2025-02-28 12:55:43,2025-02-28 13:57:13,0,1,0,408,113250,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfqyueUmDmPJtohX2q5j7S1wDc,get another jan. 6th panel and go after them,u_P6IvNLN7jUQu,2025-02-28 08:42:14,2025-02-28 09:22:08,0,2,1,408,101510,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfmIlLZWPXhHrwn000aopvTL9T,"it doesn't help that  ICE shows up days before the  ""bust.""  With their black ICE jackets, and hang around in the bars.",u_Jli1CkqDSkKz,2025-02-28 08:03:45,2025-02-28 09:10:27,0,2,3,408,37920,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2thPk1usmcO4ZNGQwUdwoh67wkx,Arrest them for aiding and abbetting.,u_xecADdU8k7km,2025-02-28 21:57:52,2025-03-01 10:29:40,0,4,2,407,12960,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tj1rTf6KFD93ylfsmLRX8W2vJo,Obstruction of justice and aid and abet harboring is breaking the law.,u_dJL7Hk9iALO5,2025-03-01 11:41:08,2025-03-01 15:07:58,0,0,1,406,46420,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tg9gojuQ3mTwbvKZ2VqOAaE8zG,Please arrest these law breakers,u_YZuNdnPkOkDi,2025-02-28 11:16:04,2025-02-28 14:21:56,0,3,1,406,25150,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tg9gojuQ3mTwbvKZ2VqOAaE8zG,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tg9gojuQ3mTwbvKZ2VqOAaE8zG_r_2tg9inU7cgbyGOXqnsPpYY0vRYq,Nah,u_zAL42S6joHwF,2025-02-28 11:16:19,2025-02-28 12:43:27,1,0,2,255,18760,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2ti20NHpqq7zNav8BVDURDPzTyt,So charge those people also.,u_CWgycMcOAOky,2025-03-01 03:12:30,2025-03-01 15:14:08,0,3,4,405,557640,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfxoTTqVbG6MRKhqD657n9ILTe,"Not surprised, it is CA after all",u_L43nhputAeJk,2025-02-28 09:38:24,2025-02-28 09:50:52,0,1,0,403,47810,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tj0q0nS0J7lv2mrXWVrX8iQQiP,They need to be immediately arrested and charged with obstruction.  ,u_YLA85teKu7ge,2025-03-01 11:32:42,2025-03-01 15:08:04,0,1,1,403,2980,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2thCDLwmWgLKZ3BwKTXyce2NV7f,Good for them. Thank you for your humanity.,u_mKgshK1VffVh,2025-02-28 20:06:38,2025-02-28 23:27:52,0,1,1,403,9830,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2thSWgxTBJVgPctwXgnfP1CC1zG,Childish &amp; so shall be treated like children!,u_8jFjNw7EbDbc,2025-02-28 22:20:46,2025-03-01 05:23:24,0,1,0,402,6130,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tg6ZnKxf19adUC0EgnK3pHKvWO,I do the same thing every time my neighbor walks out of the house. I don't feel like talking to you right now.,u_k4zkxmiT2GBq,2025-02-28 10:50:28,2025-02-28 10:51:08,0,0,0,402,110730,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tg11MrKyTLjPMr5UWz9XSF7ewf,Aiding and abetting ,u_JKfDOIo7ldcN,2025-02-28 10:04:47,2025-02-28 10:06:47,0,1,0,401,1400,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgonmpWYb3Gbe0G55PTm1X0bJw,"Trump needs to cut off benefits to all illegals- not allow them in schools, hospitals, hotels ,etc. Cut off the money train completely; think of the taxpayer money saved that can then be spent on American citizens. Let them get their human rights in the country they came from.",u_7YWep1q0ejCj,2025-02-28 16:54:07,2025-02-28 16:54:07,0,0,0,401,130,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tl9JpHbV8GONrV7pzoY5GScv1U,Aiding and abetting,u_X3Z0fBWDko7L,2025-03-02 05:42:04,2025-03-02 06:26:20,0,1,0,401,52100,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgqGVtKr1A6XAzwqUFwZe5kcbY,I bet the constant sirens and noise will drive home values through the roof.,u_3Ewimvz6k8QE,2025-02-28 17:06:09,2025-02-28 17:07:40,0,0,0,401,31140,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgqGVtKr1A6XAzwqUFwZe5kcbY,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgqGVtKr1A6XAzwqUFwZe5kcbY_r_2th1McFBcNSK6h24Mj5yu7EgaFd,How can illegals afford to live in california to begin with?,u_yWgBSz3hyKtS,2025-02-28 18:37:25,2025-02-28 18:37:46,1,0,0,280,134930,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgqGVtKr1A6XAzwqUFwZe5kcbY_r_2th1McFBcNSK6h24Mj5yu7EgaFd,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgqGVtKr1A6XAzwqUFwZe5kcbY_r_2thJWyryTeFFDpyyHi09JMtADHk,State subsidized. ,u_3Ewimvz6k8QE,2025-02-28 21:06:48,2025-02-28 21:06:59,2,0,0,328,31150,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tiT1nga3afeb5DWPIVsRBHp4sk,Start getting vehicle information addresses and if a call comes from this information just respond slowly.,u_ZMNpeUGforku,2025-03-01 06:54:42,2025-03-01 15:12:12,0,1,3,399,12810,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2thGaVcJHpgyKZTynDbvksHT5s8,"So, is this aiding and abetting or interfering during the performance of duty?",u_o1UMQRpNVbB1,2025-02-28 20:42:36,2025-02-28 20:47:37,0,0,0,398,130680,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tlDatrO0wqOB2gRUPi78jvXTDx,Hopefully these knuckleheads are put in jail too.,u_YqIamoq6WAIR,2025-03-02 06:17:13,2025-03-02 06:53:44,0,2,0,398,12000,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tghJarEqbCzQeqkscHL8QSy8Ty,"I hope they get arrested for interfering with law enforcement.  Once again, the left ARE the criminal FOR the criminals.",u_4OPTBIBD6Xr1,2025-02-28 15:52:33,2025-02-28 16:19:04,0,1,0,397,119550,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tjM8Ki0ZaQhzmSX1h8XqoOrE29,Just deport them too.  If you are interfering with law enforcement you need to be removed as well.  What other crimes will you commit? ,u_60Op3iFMgS3A,2025-03-01 14:27:49,2025-03-01 15:04:59,0,0,1,396,40400,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2th1daDc2yxcOB8GBXZRwZdGcUN,Yahoo censors need jail time!!!!!,u_tTCfKge1lUlG,2025-02-28 18:39:40,2025-02-28 19:18:30,0,2,0,396,11120,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tjRbJCutxaChovXCtPg89nywsF,"Arrest the agitators, 90 days minimum sentence in jail. ",u_QumjQd9CH58H,2025-03-01 15:12:46,2025-03-01 19:04:25,0,1,0,396,873880,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tg2WpBesvYCIhNpgaUYjk0GQ2B,Isn't this obstruction of justice ?,u_VnZsMBOrzgmw,2025-02-28 10:17:10,2025-02-28 10:18:41,0,0,0,395,35840,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tjBkvReSL5o888Ip4BmGetCa5j,"Cartels fund and equip these Extreme immigrant supporters, it's a scam to try and Break USA laws, ",u_3zhoFRzAttJJ,2025-03-01 13:02:29,2025-03-01 15:05:22,0,2,1,394,9530,0
